Date,Open,High,Low,Close,Volume
2000-01-04,0.0,0.0,0.0,1000.0,0
2000-01-05,0.0,0.0,0.0,992.87,0
2000-01-06,0.0,0.0,0.0,962.96,0
2000-01-07,0.0,0.0,0.0,966.39,0
2000-01-10,0.0,0.0,0.0,975.5,0
2000-01-11,0.0,0.0,0.0,981.1,0
2000-01-12,0.0,0.0,0.0,965.68,0
2000-01-13,0.0,0.0,0.0,971.1,0
2000-01-14,0.0,0.0,0.0,973.18,0
2000-01-17,0.0,0.0,0.0,966.74,0
2000-01-18,0.0,0.0,0.0,951.02,0
2000-01-19,0.0,0.0,0.0,906.78,0
2000-01-20,0.0,0.0,0.0,879.19,0
2000-01-21,0.0,0.0,0.0,884.75,0
2000-01-24,0.0,0.0,0.0,889.24,0
2000-01-25,0.0,0.0,0.0,871.0,0
2000-01-26,0.0,0.0,0.0,874.79,0
2000-01-27,0.0,0.0,0.0,912.46,0
2000-01-28,0.0,0.0,0.0,913.86,0
2000-01-31,0.0,0.0,0.0,911.37,0
2000-02-01,0.0,0.0,0.0,920.63,0
2000-02-02,0.0,0.0,0.0,955.2,0
2000-02-03,0.0,0.0,0.0,961.91,0
2000-02-07,0.0,0.0,0.0,974.49,0
2000-02-08,0.0,0.0,0.0,949.7,0
2000-02-09,0.0,0.0,0.0,934.08,0
2000-02-10,0.0,0.0,0.0,908.48,0
2000-02-11,0.0,0.0,0.0,896.77,0
2000-02-14,0.0,0.0,0.0,858.05,0
2000-02-15,0.0,0.0,0.0,842.2,0
2000-02-16,0.0,0.0,0.0,844.43,0
2000-02-17,0.0,0.0,0.0,857.01,0
2000-02-18,0.0,0.0,0.0,870.41,0
2000-02-21,0.0,0.0,0.0,841.42,0
2000-02-22,0.0,0.0,0.0,851.82,0
2000-02-23,0.0,0.0,0.0,902.82,0
2000-02-24,0.0,0.0,0.0,889.99,0
2000-02-25,0.0,0.0,0.0,910.5,0
2000-02-28,0.0,0.0,0.0,952.79,0
2000-02-29,0.0,0.0,0.0,962.42,0
2000-03-02,0.0,0.0,0.0,1000.7,0
2000-03-03,0.0,0.0,0.0,993.21,0
2000-03-06,0.0,0.0,0.0,1067.3,0
2000-03-07,0.0,0.0,0.0,1050.4,0
2000-03-08,0.0,0.0,0.0,1049.3,0
2000-03-09,0.0,0.0,0.0,1076.5,0
2000-03-10,0.0,0.0,0.0,1118.6,0
2000-03-13,0.0,0.0,0.0,1180.6,0
2000-03-14,0.0,0.0,0.0,1139.1,0
2000-03-15,0.0,0.0,0.0,1106.1,0
2000-03-16,0.0,0.0,0.0,1060.0,0
2000-03-17,0.0,0.0,0.0,1036.8,0
2000-03-20,0.0,0.0,0.0,1032.1,0
2000-03-21,0.0,0.0,0.0,1000.8,0
2000-03-22,0.0,0.0,0.0,1033.0,0
2000-03-23,0.0,0.0,0.0,1025.6,0
2000-03-24,0.0,0.0,0.0,1058.8,0
2000-03-27,0.0,0.0,0.0,1066.4,0
2000-03-28,0.0,0.0,0.0,1055.6,0
2000-03-29,0.0,0.0,0.0,1011.9,0
2000-03-30,0.0,0.0,0.0,979.98,0
2000-03-31,0.0,0.0,0.0,981.17,0
2000-04-03,0.0,0.0,0.0,932.33,0
2000-04-04,0.0,0.0,0.0,892.25,0
2000-04-06,0.0,0.0,0.0,869.25,0
2000-04-07,0.0,0.0,0.0,893.22,0
2000-04-10,0.0,0.0,0.0,934.28,0
2000-04-11,0.0,0.0,0.0,884.81,0
2000-04-12,0.0,0.0,0.0,878.29,0
2000-04-14,0.0,0.0,0.0,854.46,0
2000-04-17,0.0,0.0,0.0,746.58,0
2000-04-18,0.0,0.0,0.0,781.51,0
2000-04-19,0.0,0.0,0.0,816.11,0
2000-04-20,0.0,0.0,0.0,829.84,0
